Date;Start (ET);Visitor/Neutral;PTS;Home/Neutral;PTS;Box;Extra;Attend.;Arena;Notes;Type Game;;Date;Visitor/Neutral;Result;;Date;Home/Neutral;Result
Sat, Jan 21, 2023;7:00p;Orlando Magic;118;Washington Wizards;138;Box Score;;18,171;Capital One Arena;;season;;Sat, Jan 21, 2023;Orlando Magic;0;;Sat, Jan 21, 2023;Washington Wizards;1
Sat, Jan 21, 2023;7:30p;Charlotte Hornets;122;Atlanta Hawks;118;Box Score;;17,928;State Farm Arena;;season;;Sat, Jan 21, 2023;Charlotte Hornets;1;;Sat, Jan 21, 2023;Atlanta Hawks;0
Sat, Jan 21, 2023;7:30p;Milwaukee Bucks;102;Cleveland Cavaliers;114;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Sat, Jan 21, 2023;Milwaukee Bucks;0;;Sat, Jan 21, 2023;Cleveland Cavaliers;1
Sat, Jan 21, 2023;8:00p;Houston Rockets;104;Minnesota Timberwolves;113;Box Score;;17,136;Target Center;;season;;Sat, Jan 21, 2023;Houston Rockets;0;;Sat, Jan 21, 2023;Minnesota Timberwolves;1
Sat, Jan 21, 2023;9:00p;Indiana Pacers;107;Phoenix Suns;112;Box Score;;17,071;Footprint Center;;season;;Sat, Jan 21, 2023;Indiana Pacers;0;;Sat, Jan 21, 2023;Phoenix Suns;1
Sat, Jan 21, 2023;10:00p;Philadelphia 76ers;129;Sacramento Kings;127;Box Score;;17,861;Golden 1 Center;;season;;Sat, Jan 21, 2023;Philadelphia 76ers;1;;Sat, Jan 21, 2023;Sacramento Kings;0
Sun, Jan 22, 2023;2:30p;Los Angeles Clippers;112;Dallas Mavericks;98;Box Score;;20,026;American Airlines Center;;season;;Sun, Jan 22, 2023;Los Angeles Clippers;1;;Sun, Jan 22, 2023;Dallas Mavericks;0
Sun, Jan 22, 2023;3:30p;New Orleans Pelicans;96;Miami Heat;100;Box Score;;19,600;Kaseya Center;;season;;Sun, Jan 22, 2023;New Orleans Pelicans;0;;Sun, Jan 22, 2023;Miami Heat;1
Sun, Jan 22, 2023;6:00p;New York Knicks;116;Toronto Raptors;125;Box Score;;19,261;Scotiabank Arena;;season;;Sun, Jan 22, 2023;New York Knicks;0;;Sun, Jan 22, 2023;Toronto Raptors;1
Sun, Jan 22, 2023;8:00p;Oklahoma City Thunder;101;Denver Nuggets;99;Box Score;;19,557;Ball Arena;;season;;Sun, Jan 22, 2023;Oklahoma City Thunder;1;;Sun, Jan 22, 2023;Denver Nuggets;0
Sun, Jan 22, 2023;8:00p;Memphis Grizzlies;110;Phoenix Suns;112;Box Score;;17,071;Footprint Center;;season;;Sun, Jan 22, 2023;Memphis Grizzlies;0;;Sun, Jan 22, 2023;Phoenix Suns;1
Sun, Jan 22, 2023;8:30p;Brooklyn Nets;120;Golden State Warriors;116;Box Score;;18,064;Chase Center;;season;;Sun, Jan 22, 2023;Brooklyn Nets;1;;Sun, Jan 22, 2023;Golden State Warriors;0
Sun, Jan 22, 2023;9:00p;Los Angeles Lakers;121;Portland Trail Blazers;112;Box Score;;19,393;Moda Center;;season;;Sun, Jan 22, 2023;Los Angeles Lakers;1;;Sun, Jan 22, 2023;Portland Trail Blazers;0
Mon, Jan 23, 2023;7:00p;Milwaukee Bucks;150;Detroit Pistons;130;Box Score;;18,011;Little Caesars Arena;;season;;Mon, Jan 23, 2023;Milwaukee Bucks;1;;Mon, Jan 23, 2023;Detroit Pistons;0
Mon, Jan 23, 2023;7:00p;Boston Celtics;98;Orlando Magic;113;Box Score;;19,196;Amway Center;;season;;Mon, Jan 23, 2023;Boston Celtics;0;;Mon, Jan 23, 2023;Orlando Magic;1
Mon, Jan 23, 2023;8:00p;Atlanta Hawks;100;Chicago Bulls;111;Box Score;;20,938;United Center;;season;;Mon, Jan 23, 2023;Atlanta Hawks;0;;Mon, Jan 23, 2023;Chicago Bulls;1
Mon, Jan 23, 2023;8:00p;Minnesota Timberwolves;114;Houston Rockets;119;Box Score;;13,811;Toyota Center;;season;;Mon, Jan 23, 2023;Minnesota Timberwolves;0;;Mon, Jan 23, 2023;Houston Rockets;1
Mon, Jan 23, 2023;9:00p;Charlotte Hornets;102;Utah Jazz;120;Box Score;;18,206;Vivint Arena;;season;;Mon, Jan 23, 2023;Charlotte Hornets;0;;Mon, Jan 23, 2023;Utah Jazz;1
Mon, Jan 23, 2023;10:00p;San Antonio Spurs;127;Portland Trail Blazers;147;Box Score;;17,874;Moda Center;;season;;Mon, Jan 23, 2023;San Antonio Spurs;0;;Mon, Jan 23, 2023;Portland Trail Blazers;1
Mon, Jan 23, 2023;10:30p;Memphis Grizzlies;100;Sacramento Kings;133;Box Score;;17,821;Golden 1 Center;;season;;Mon, Jan 23, 2023;Memphis Grizzlies;0;;Mon, Jan 23, 2023;Sacramento Kings;1
Tue, Jan 24, 2023;7:00p;Chicago Bulls;110;Indiana Pacers;116;Box Score;;16,102;Gainbridge Fieldhouse;;season;;Tue, Jan 24, 2023;Chicago Bulls;0;;Tue, Jan 24, 2023;Indiana Pacers;1
Tue, Jan 24, 2023;7:30p;Boston Celtics;95;Miami Heat;98;Box Score;;19,705;Kaseya Center;;season;;Tue, Jan 24, 2023;Boston Celtics;0;;Tue, Jan 24, 2023;Miami Heat;1
Tue, Jan 24, 2023;7:30p;Cleveland Cavaliers;103;New York Knicks;105;Box Score;;19,812;Madison Square Garden (IV);;season;;Tue, Jan 24, 2023;Cleveland Cavaliers;0;;Tue, Jan 24, 2023;New York Knicks;1
Tue, Jan 24, 2023;8:00p;Denver Nuggets;99;New Orleans Pelicans;98;Box Score;;14,699;Smoothie King Center;;season;;Tue, Jan 24, 2023;Denver Nuggets;1;;Tue, Jan 24, 2023;New Orleans Pelicans;0
Tue, Jan 24, 2023;8:30p;Washington Wizards;127;Dallas Mavericks;126;Box Score;;20,077;American Airlines Center;;season;;Tue, Jan 24, 2023;Washington Wizards;1;;Tue, Jan 24, 2023;Dallas Mavericks;0
Tue, Jan 24, 2023;9:00p;Charlotte Hornets;97;Phoenix Suns;128;Box Score;;17,071;Footprint Center;;season;;Tue, Jan 24, 2023;Charlotte Hornets;0;;Tue, Jan 24, 2023;Phoenix Suns;1
Tue, Jan 24, 2023;10:00p;Los Angeles Clippers;133;Los Angeles Lakers;115;Box Score;;17,604;Crypto.com Arena;;season;;Tue, Jan 24, 2023;Los Angeles Clippers;1;;Tue, Jan 24, 2023;Los Angeles Lakers;0
Wed, Jan 25, 2023;7:00p;Indiana Pacers;120;Orlando Magic;126;Box Score;;18,846;Amway Center;;season;;Wed, Jan 25, 2023;Indiana Pacers;0;;Wed, Jan 25, 2023;Orlando Magic;1
Wed, Jan 25, 2023;7:30p;Brooklyn Nets;133;Philadelphia 76ers;137;Box Score;;19,772;Wells Fargo Center;;season;;Wed, Jan 25, 2023;Brooklyn Nets;0;;Wed, Jan 25, 2023;Philadelphia 76ers;1
Wed, Jan 25, 2023;8:00p;Washington Wizards;108;Houston Rockets;103;Box Score;;15,302;Toyota Center;;season;;Wed, Jan 25, 2023;Washington Wizards;1;;Wed, Jan 25, 2023;Houston Rockets;0
Wed, Jan 25, 2023;8:00p;Denver Nuggets;99;Milwaukee Bucks;107;Box Score;;17,352;Fiserv Forum;;season;;Wed, Jan 25, 2023;Denver Nuggets;0;;Wed, Jan 25, 2023;Milwaukee Bucks;1
Wed, Jan 25, 2023;8:00p;Minnesota Timberwolves;111;New Orleans Pelicans;102;Box Score;;14,887;Smoothie King Center;;season;;Wed, Jan 25, 2023;Minnesota Timberwolves;1;;Wed, Jan 25, 2023;New Orleans Pelicans;0
Wed, Jan 25, 2023;8:00p;Atlanta Hawks;137;Oklahoma City Thunder;132;Box Score;;15,079;Paycom Center;;season;;Wed, Jan 25, 2023;Atlanta Hawks;1;;Wed, Jan 25, 2023;Oklahoma City Thunder;0
Wed, Jan 25, 2023;10:00p;Memphis Grizzlies;120;Golden State Warriors;122;Box Score;;18,064;Chase Center;;season;;Wed, Jan 25, 2023;Memphis Grizzlies;0;;Wed, Jan 25, 2023;Golden State Warriors;1
Wed, Jan 25, 2023;10:00p;Utah Jazz;124;Portland Trail Blazers;134;Box Score;;18,154;Moda Center;;season;;Wed, Jan 25, 2023;Utah Jazz;0;;Wed, Jan 25, 2023;Portland Trail Blazers;1
Wed, Jan 25, 2023;10:00p;Toronto Raptors;113;Sacramento Kings;95;Box Score;;17,767;Golden 1 Center;;season;;Wed, Jan 25, 2023;Toronto Raptors;1;;Wed, Jan 25, 2023;Sacramento Kings;0
Wed, Jan 25, 2023;10:30p;San Antonio Spurs;104;Los Angeles Lakers;113;Box Score;;17,955;Crypto.com Arena;;season;;Wed, Jan 25, 2023;San Antonio Spurs;0;;Wed, Jan 25, 2023;Los Angeles Lakers;1
Thu, Jan 26, 2023;7:30p;New York Knicks;120;Boston Celtics;117;Box Score;OT;19,156;TD Garden;;season;;Thu, Jan 26, 2023;New York Knicks;1;;Thu, Jan 26, 2023;Boston Celtics;0
Thu, Jan 26, 2023;7:30p;Detroit Pistons;130;Brooklyn Nets;122;Box Score;;17,732;Barclays Center;;season;;Thu, Jan 26, 2023;Detroit Pistons;1;;Thu, Jan 26, 2023;Brooklyn Nets;0
Thu, Jan 26, 2023;7:30p;Chicago Bulls;96;Charlotte Hornets;111;Box Score;;17,697;Spectrum Center;;season;;Thu, Jan 26, 2023;Chicago Bulls;0;;Thu, Jan 26, 2023;Charlotte Hornets;1
Thu, Jan 26, 2023;8:00p;Cleveland Cavaliers;113;Houston Rockets;95;Box Score;;16,327;Toyota Center;;season;;Thu, Jan 26, 2023;Cleveland Cavaliers;1;;Thu, Jan 26, 2023;Houston Rockets;0
Thu, Jan 26, 2023;10:00p;Dallas Mavericks;99;Phoenix Suns;95;Box Score;;17,071;Footprint Center;;season;;Thu, Jan 26, 2023;Dallas Mavericks;1;;Thu, Jan 26, 2023;Phoenix Suns;0
Thu, Jan 26, 2023;10:30p;San Antonio Spurs;100;Los Angeles Clippers;138;Box Score;;16,958;Crypto.com Arena;;season;;Thu, Jan 26, 2023;San Antonio Spurs;0;;Thu, Jan 26, 2023;Los Angeles Clippers;1
Fri, Jan 27, 2023;7:00p;Milwaukee Bucks;141;Indiana Pacers;131;Box Score;;16,090;Gainbridge Fieldhouse;;season;;Fri, Jan 27, 2023;Milwaukee Bucks;1;;Fri, Jan 27, 2023;Indiana Pacers;0
Fri, Jan 27, 2023;7:30p;Memphis Grizzlies;100;Minnesota Timberwolves;111;Box Score;;17,136;Target Center;;season;;Fri, Jan 27, 2023;Memphis Grizzlies;0;;Fri, Jan 27, 2023;Minnesota Timberwolves;1
Fri, Jan 27, 2023;8:00p;Orlando Magic;105;Miami Heat;110;Box Score;;19,788;Kaseya Center;;season;;Fri, Jan 27, 2023;Orlando Magic;0;;Fri, Jan 27, 2023;Miami Heat;1
Fri, Jan 27, 2023;8:00p;Cleveland Cavaliers;100;Oklahoma City Thunder;112;Box Score;;16,236;Paycom Center;;season;;Fri, Jan 27, 2023;Cleveland Cavaliers;0;;Fri, Jan 27, 2023;Oklahoma City Thunder;1
Fri, Jan 27, 2023;10:00p;Toronto Raptors;117;Golden State Warriors;129;Box Score;;18,064;Chase Center;;season;;Fri, Jan 27, 2023;Toronto Raptors;0;;Fri, Jan 27, 2023;Golden State Warriors;1
Sat, Jan 28, 2023;3:00p;Denver Nuggets;119;Philadelphia 76ers;126;Box Score;;21,255;Wells Fargo Center;;season;;Sat, Jan 28, 2023;Denver Nuggets;0;;Sat, Jan 28, 2023;Philadelphia 76ers;1
Sat, Jan 28, 2023;5:30p;New York Knicks;115;Brooklyn Nets;122;Box Score;;18,100;Barclays Center;;season;;Sat, Jan 28, 2023;New York Knicks;0;;Sat, Jan 28, 2023;Brooklyn Nets;1
Sat, Jan 28, 2023;7:00p;Houston Rockets;117;Detroit Pistons;114;Box Score;;19,411;Little Caesars Arena;;season;;Sat, Jan 28, 2023;Houston Rockets;1;;Sat, Jan 28, 2023;Detroit Pistons;0
Sat, Jan 28, 2023;7:00p;Chicago Bulls;128;Orlando Magic;109;Box Score;;18,846;Amway Center;;season;;Sat, Jan 28, 2023;Chicago Bulls;1;;Sat, Jan 28, 2023;Orlando Magic;0
Sat, Jan 28, 2023;7:30p;Los Angeles Clippers;120;Atlanta Hawks;113;Box Score;;18,448;State Farm Arena;;season;;Sat, Jan 28, 2023;Los Angeles Clippers;1;;Sat, Jan 28, 2023;Atlanta Hawks;0
Sat, Jan 28, 2023;8:00p;Sacramento Kings;110;Minnesota Timberwolves;117;Box Score;;17,136;Target Center;;season;;Sat, Jan 28, 2023;Sacramento Kings;0;;Sat, Jan 28, 2023;Minnesota Timberwolves;1
Sat, Jan 28, 2023;8:00p;Washington Wizards;113;New Orleans Pelicans;103;Box Score;;17,692;Smoothie King Center;;season;;Sat, Jan 28, 2023;Washington Wizards;1;;Sat, Jan 28, 2023;New Orleans Pelicans;0
Sat, Jan 28, 2023;8:00p;Phoenix Suns;128;San Antonio Spurs;118;Box Score;OT;18,354;AT&T Center;;season;;Sat, Jan 28, 2023;Phoenix Suns;1;;Sat, Jan 28, 2023;San Antonio Spurs;0
Sat, Jan 28, 2023;8:30p;Los Angeles Lakers;121;Boston Celtics;125;Box Score;OT;19,156;TD Garden;;season;;Sat, Jan 28, 2023;Los Angeles Lakers;0;;Sat, Jan 28, 2023;Boston Celtics;1
Sat, Jan 28, 2023;9:00p;Dallas Mavericks;100;Utah Jazz;108;Box Score;;18,206;Vivint Arena;;season;;Sat, Jan 28, 2023;Dallas Mavericks;0;;Sat, Jan 28, 2023;Utah Jazz;1
Sat, Jan 28, 2023;10:00p;Toronto Raptors;123;Portland Trail Blazers;105;Box Score;;19,393;Moda Center;;season;;Sat, Jan 28, 2023;Toronto Raptors;1;;Sat, Jan 28, 2023;Portland Trail Blazers;0
Sun, Jan 29, 2023;1:00p;Miami Heat;117;Charlotte Hornets;122;Box Score;;19,254;Spectrum Center;;season;;Sun, Jan 29, 2023;Miami Heat;0;;Sun, Jan 29, 2023;Charlotte Hornets;1
Sun, Jan 29, 2023;6:00p;Indiana Pacers;100;Memphis Grizzlies;112;Box Score;;17,794;FedEx Forum;;season;;Sun, Jan 29, 2023;Indiana Pacers;0;;Sun, Jan 29, 2023;Memphis Grizzlies;1
Sun, Jan 29, 2023;7:00p;Los Angeles Clippers;99;Cleveland Cavaliers;122;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Sun, Jan 29, 2023;Los Angeles Clippers;0;;Sun, Jan 29, 2023;Cleveland Cavaliers;1
Sun, Jan 29, 2023;8:00p;New Orleans Pelicans;110;Milwaukee Bucks;135;Box Score;;17,341;Fiserv Forum;;season;;Sun, Jan 29, 2023;New Orleans Pelicans;0;;Sun, Jan 29, 2023;Milwaukee Bucks;1
Mon, Jan 30, 2023;7:00p;Orlando Magic;119;Philadelphia 76ers;109;Box Score;;19,812;Wells Fargo Center;;season;;Mon, Jan 30, 2023;Orlando Magic;1;;Mon, Jan 30, 2023;Philadelphia 76ers;0
Mon, Jan 30, 2023;7:30p;Los Angeles Lakers;104;Brooklyn Nets;121;Box Score;;17,924;Barclays Center;;season;;Mon, Jan 30, 2023;Los Angeles Lakers;0;;Mon, Jan 30, 2023;Brooklyn Nets;1
Mon, Jan 30, 2023;8:00p;Sacramento Kings;118;Minnesota Timberwolves;111;Box Score;OT;15,342;Target Center;;season;;Mon, Jan 30, 2023;Sacramento Kings;1;;Mon, Jan 30, 2023;Minnesota Timberwolves;0
Mon, Jan 30, 2023;8:00p;Golden State Warriors;128;Oklahoma City Thunder;120;Box Score;;16,854;Paycom Center;;season;;Mon, Jan 30, 2023;Golden State Warriors;1;;Mon, Jan 30, 2023;Oklahoma City Thunder;0
Mon, Jan 30, 2023;8:00p;Washington Wizards;127;San Antonio Spurs;106;Box Score;;11,970;AT&T Center;;season;;Mon, Jan 30, 2023;Washington Wizards;1;;Mon, Jan 30, 2023;San Antonio Spurs;0
Mon, Jan 30, 2023;8:30p;Detroit Pistons;105;Dallas Mavericks;111;Box Score;;19,777;American Airlines Center;;season;;Mon, Jan 30, 2023;Detroit Pistons;0;;Mon, Jan 30, 2023;Dallas Mavericks;1
Mon, Jan 30, 2023;9:00p;Toronto Raptors;106;Phoenix Suns;114;Box Score;;17,071;Footprint Center;;season;;Mon, Jan 30, 2023;Toronto Raptors;0;;Mon, Jan 30, 2023;Phoenix Suns;1
Mon, Jan 30, 2023;10:00p;Atlanta Hawks;125;Portland Trail Blazers;129;Box Score;;18,262;Moda Center;;season;;Mon, Jan 30, 2023;Atlanta Hawks;0;;Mon, Jan 30, 2023;Portland Trail Blazers;1
Tue, Jan 31, 2023;7:00p;Miami Heat;100;Cleveland Cavaliers;97;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Tue, Jan 31, 2023;Miami Heat;1;;Tue, Jan 31, 2023;Cleveland Cavaliers;0
Tue, Jan 31, 2023;7:30p;Los Angeles Lakers;129;New York Knicks;123;Box Score;OT;19,812;Madison Square Garden (IV);;season;;Tue, Jan 31, 2023;Los Angeles Lakers;1;;Tue, Jan 31, 2023;New York Knicks;0
Tue, Jan 31, 2023;8:00p;Los Angeles Clippers;108;Chicago Bulls;103;Box Score;;20,068;United Center;;season;;Tue, Jan 31, 2023;Los Angeles Clippers;1;;Tue, Jan 31, 2023;Chicago Bulls;0
Tue, Jan 31, 2023;8:00p;Charlotte Hornets;115;Milwaukee Bucks;124;Box Score;;17,341;Fiserv Forum;;season;;Tue, Jan 31, 2023;Charlotte Hornets;0;;Tue, Jan 31, 2023;Milwaukee Bucks;1
Tue, Jan 31, 2023;10:00p;New Orleans Pelicans;113;Denver Nuggets;122;Box Score;;18,868;Ball Arena;;season;;Tue, Jan 31, 2023;New Orleans Pelicans;0;;Tue, Jan 31, 2023;Denver Nuggets;1
Wed, Feb 1, 2023;7:00p;Portland Trail Blazers;122;Memphis Grizzlies;112;Box Score;;14,589;FedEx Forum;;season;;Wed, Feb 1, 2023;Portland Trail Blazers;1;;Wed, Feb 1, 2023;Memphis Grizzlies;0
Wed, Feb 1, 2023;7:00p;Orlando Magic;94;Philadelphia 76ers;105;Box Score;;20,885;Wells Fargo Center;;season;;Wed, Feb 1, 2023;Orlando Magic;0;;Wed, Feb 1, 2023;Philadelphia 76ers;1
Wed, Feb 1, 2023;7:30p;Brooklyn Nets;96;Boston Celtics;139;Box Score;;19,156;TD Garden;;season;;Wed, Feb 1, 2023;Brooklyn Nets;0;;Wed, Feb 1, 2023;Boston Celtics;1
Wed, Feb 1, 2023;8:00p;Oklahoma City Thunder;106;Houston Rockets;112;Box Score;;15,181;Toyota Center;;season;;Wed, Feb 1, 2023;Oklahoma City Thunder;0;;Wed, Feb 1, 2023;Houston Rockets;1
Wed, Feb 1, 2023;8:00p;Golden State Warriors;114;Minnesota Timberwolves;119;Box Score;OT;17,136;Target Center;;season;;Wed, Feb 1, 2023;Golden State Warriors;0;;Wed, Feb 1, 2023;Minnesota Timberwolves;1
Wed, Feb 1, 2023;8:00p;Sacramento Kings;119;San Antonio Spurs;109;Box Score;;13,207;AT&T Center;;season;;Wed, Feb 1, 2023;Sacramento Kings;1;;Wed, Feb 1, 2023;San Antonio Spurs;0
Wed, Feb 1, 2023;9:00p;Toronto Raptors;128;Utah Jazz;131;Box Score;;18,206;Vivint Arena;;season;;Wed, Feb 1, 2023;Toronto Raptors;0;;Wed, Feb 1, 2023;Utah Jazz;1
Wed, Feb 1, 2023;10:00p;Atlanta Hawks;132;Phoenix Suns;100;Box Score;;17,071;Footprint Center;;season;;Wed, Feb 1, 2023;Atlanta Hawks;1;;Wed, Feb 1, 2023;Phoenix Suns;0
Thu, Feb 2, 2023;7:00p;Los Angeles Lakers;112;Indiana Pacers;111;Box Score;;17,274;Gainbridge Fieldhouse;;season;;Thu, Feb 2, 2023;Los Angeles Lakers;1;;Thu, Feb 2, 2023;Indiana Pacers;0
Thu, Feb 2, 2023;7:30p;Memphis Grizzlies;113;Cleveland Cavaliers;128;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Thu, Feb 2, 2023;Memphis Grizzlies;0;;Thu, Feb 2, 2023;Cleveland Cavaliers;1
Thu, Feb 2, 2023;7:30p;Miami Heat;104;New York Knicks;106;Box Score;;19,044;Madison Square Garden (IV);;season;;Thu, Feb 2, 2023;Miami Heat;0;;Thu, Feb 2, 2023;New York Knicks;1
Thu, Feb 2, 2023;8:00p;Charlotte Hornets;98;Chicago Bulls;114;Box Score;;20,072;United Center;;season;;Thu, Feb 2, 2023;Charlotte Hornets;0;;Thu, Feb 2, 2023;Chicago Bulls;1
Thu, Feb 2, 2023;8:30p;New Orleans Pelicans;106;Dallas Mavericks;111;Box Score;;19,670;American Airlines Center;;season;;Thu, Feb 2, 2023;New Orleans Pelicans;0;;Thu, Feb 2, 2023;Dallas Mavericks;1
Thu, Feb 2, 2023;9:00p;Golden State Warriors;117;Denver Nuggets;134;Box Score;;19,555;Ball Arena;;season;;Thu, Feb 2, 2023;Golden State Warriors;0;;Thu, Feb 2, 2023;Denver Nuggets;1
Thu, Feb 2, 2023;10:00p;Los Angeles Clippers;105;Milwaukee Bucks;106;Box Score;;17,341;Fiserv Forum;;season;;Thu, Feb 2, 2023;Los Angeles Clippers;0;;Thu, Feb 2, 2023;Milwaukee Bucks;1
Fri, Feb 3, 2023;7:00p;Charlotte Hornets;112;Detroit Pistons;118;Box Score;;18,007;Little Caesars Arena;;season;;Fri, Feb 3, 2023;Charlotte Hornets;0;;Fri, Feb 3, 2023;Detroit Pistons;1
Fri, Feb 3, 2023;7:00p;Sacramento Kings;104;Indiana Pacers;107;Box Score;;17,274;Gainbridge Fieldhouse;;season;;Fri, Feb 3, 2023;Sacramento Kings;0;;Fri, Feb 3, 2023;Indiana Pacers;1
Fri, Feb 3, 2023;7:00p;Portland Trail Blazers;124;Washington Wizards;116;Box Score;;20,476;Capital One Arena;;season;;Fri, Feb 3, 2023;Portland Trail Blazers;1;;Fri, Feb 3, 2023;Washington Wizards;0
Fri, Feb 3, 2023;7:30p;Phoenix Suns;106;Boston Celtics;94;Box Score;;19,156;TD Garden;;season;;Fri, Feb 3, 2023;Phoenix Suns;1;;Fri, Feb 3, 2023;Boston Celtics;0
Fri, Feb 3, 2023;8:00p;Toronto Raptors;117;Houston Rockets;111;Box Score;;16,585;Toyota Center;;season;;Fri, Feb 3, 2023;Toronto Raptors;1;;Fri, Feb 3, 2023;Houston Rockets;0
Fri, Feb 3, 2023;8:00p;Orlando Magic;127;Minnesota Timberwolves;120;Box Score;;17,136;Target Center;;season;;Fri, Feb 3, 2023;Orlando Magic;1;;Fri, Feb 3, 2023;Minnesota Timberwolves;0
Fri, Feb 3, 2023;8:00p;Philadelphia 76ers;137;San Antonio Spurs;125;Box Score;;15,252;AT&T Center;;season;;Fri, Feb 3, 2023;Philadelphia 76ers;1;;Fri, Feb 3, 2023;San Antonio Spurs;0
Fri, Feb 3, 2023;9:00p;Atlanta Hawks;115;Utah Jazz;108;Box Score;;18,206;Vivint Arena;;season;;Fri, Feb 3, 2023;Atlanta Hawks;1;;Fri, Feb 3, 2023;Utah Jazz;0
Sat, Feb 4, 2023;6:00p;Washington Wizards;123;Brooklyn Nets;125;Box Score;;17,732;Barclays Center;;season;;Sat, Feb 4, 2023;Washington Wizards;0;;Sat, Feb 4, 2023;Brooklyn Nets;1
Sat, Feb 4, 2023;6:00p;Los Angeles Lakers;126;New Orleans Pelicans;131;Box Score;;18,886;Smoothie King Center;;season;;Sat, Feb 4, 2023;Los Angeles Lakers;0;;Sat, Feb 4, 2023;New Orleans Pelicans;1
Sat, Feb 4, 2023;7:00p;Phoenix Suns;116;Detroit Pistons;100;Box Score;;19,788;Little Caesars Arena;;season;;Sat, Feb 4, 2023;Phoenix Suns;1;;Sat, Feb 4, 2023;Detroit Pistons;0
Sat, Feb 4, 2023;7:00p;Los Angeles Clippers;134;New York Knicks;128;Box Score;OT;19,812;Madison Square Garden (IV);;season;;Sat, Feb 4, 2023;Los Angeles Clippers;1;;Sat, Feb 4, 2023;New York Knicks;0
Sat, Feb 4, 2023;8:00p;Portland Trail Blazers;121;Chicago Bulls;129;Box Score;;20,135;United Center;;season;;Sat, Feb 4, 2023;Portland Trail Blazers;0;;Sat, Feb 4, 2023;Chicago Bulls;1
Sat, Feb 4, 2023;8:00p;Miami Heat;115;Milwaukee Bucks;123;Box Score;;18,008;Fiserv Forum;;season;;Sat, Feb 4, 2023;Miami Heat;0;;Sat, Feb 4, 2023;Milwaukee Bucks;1
Sat, Feb 4, 2023;8:00p;Houston Rockets;121;Oklahoma City Thunder;153;Box Score;;16,994;Paycom Center;;season;;Sat, Feb 4, 2023;Houston Rockets;0;;Sat, Feb 4, 2023;Oklahoma City Thunder;1
Sat, Feb 4, 2023;8:30p;Dallas Mavericks;113;Golden State Warriors;119;Box Score;;18,064;Chase Center;;season;;Sat, Feb 4, 2023;Dallas Mavericks;0;;Sat, Feb 4, 2023;Golden State Warriors;1
Sat, Feb 4, 2023;9:00p;Atlanta Hawks;108;Denver Nuggets;128;Box Score;;19,630;Ball Arena;;season;;Sat, Feb 4, 2023;Atlanta Hawks;0;;Sat, Feb 4, 2023;Denver Nuggets;1
Sun, Feb 5, 2023;1:00p;Orlando Magic;119;Charlotte Hornets;113;Box Score;;18,510;Spectrum Center;;season;;Sun, Feb 5, 2023;Orlando Magic;1;;Sun, Feb 5, 2023;Charlotte Hornets;0
Sun, Feb 5, 2023;5:00p;Cleveland Cavaliers;122;Indiana Pacers;103;Box Score;;17,274;Gainbridge Fieldhouse;;season;;Sun, Feb 5, 2023;Cleveland Cavaliers;1;;Sun, Feb 5, 2023;Indiana Pacers;0
Sun, Feb 5, 2023;6:00p;Toronto Raptors;106;Memphis Grizzlies;103;Box Score;;17,794;FedEx Forum;;season;;Sun, Feb 5, 2023;Toronto Raptors;1;;Sun, Feb 5, 2023;Memphis Grizzlies;0
Sun, Feb 5, 2023;6:00p;Philadelphia 76ers;97;New York Knicks;108;Box Score;;17,586;Madison Square Garden (IV);;season;;Sun, Feb 5, 2023;Philadelphia 76ers;0;;Sun, Feb 5, 2023;New York Knicks;1
Sun, Feb 5, 2023;7:00p;Denver Nuggets;98;Minnesota Timberwolves;128;Box Score;;17,136;Target Center;;season;;Sun, Feb 5, 2023;Denver Nuggets;0;;Sun, Feb 5, 2023;Minnesota Timberwolves;1
Sun, Feb 5, 2023;7:00p;Sacramento Kings;104;New Orleans Pelicans;136;Box Score;;17,779;Smoothie King Center;;season;;Sun, Feb 5, 2023;Sacramento Kings;0;;Sun, Feb 5, 2023;New Orleans Pelicans;1
Mon, Feb 6, 2023;7:00p;Boston Celtics;111;Detroit Pistons;99;Box Score;;17,933;Little Caesars Arena;;season;;Mon, Feb 6, 2023;Boston Celtics;1;;Mon, Feb 6, 2023;Detroit Pistons;0
Mon, Feb 6, 2023;7:00p;Cleveland Cavaliers;114;Washington Wizards;91;Box Score;;16,744;Capital One Arena;;season;;Mon, Feb 6, 2023;Cleveland Cavaliers;1;;Mon, Feb 6, 2023;Washington Wizards;0
Mon, Feb 6, 2023;7:30p;Los Angeles Clippers;124;Brooklyn Nets;116;Box Score;;16,981;Barclays Center;;season;;Mon, Feb 6, 2023;Los Angeles Clippers;1;;Mon, Feb 6, 2023;Brooklyn Nets;0
Mon, Feb 6, 2023;8:00p;San Antonio Spurs;104;Chicago Bulls;128;Box Score;;19,291;United Center;;season;;Mon, Feb 6, 2023;San Antonio Spurs;0;;Mon, Feb 6, 2023;Chicago Bulls;1
